245983000000,0.0003625194798674094,0.002317345253701453,-0.13539486943308135,0.9907889421172407,1.2247819900512695,1.5922205448150635,1.5797688961029053,1.5071312189102173,1.2087674140930176,1.4086579084396362,1.894266356563584,1.436635241327799
246000000000,0.00035122250419254757,0.002325163712248684,-0.13538287464429782,0.9907905669259828,1.2246882915496826,1.5857644081115723,1.5767205953598022,1.5082446336746216,1.195124864578247,1.4128265380859375,1.8942599190694147,1.436642068898564
246017000000,0.0003293500861409058,0.002312100323535801,-0.13537240446497045,0.9907920356108981,1.2165720462799072,1.587486743927002,1.5770994424819946,1.5099413394927979,1.2015002965927124,1.4100854396820068,1.894253845363879,1.4366470244414569
246034000000,0.0003664838882082474,0.002302933436436107,-0.13536352792932022,0.990793256685609,1.2368695735931396,1.5838574171066284,1.5696384906768799,1.509916067123413,1.205412745475769,1.4047536849975586,1.8942504946085785,1.4366587230269
246051000000,0.00033789739188937824,0.0023186201016267925,-0.13534991136722282,0.9907950904798943,1.2260576486587524,1.5836366415023804,1.581839680671692,1.504998803138733,1.202888011932373,1.409974455833435,1.8942440919119925,1.4366642736715516
246068000000,0.00035071694998551456,0.002325636325708074,-0.13533860113409538,0.9907966145765578,1.2324224710464478,1.581874966621399,1.5839747190475464,1.5109397172927856,1.2041256427764893,1.4034358263015747,1.8942377103156873,1.4366710181667075
246085000000,0.0003624815459496725,0.0023243084532306646,-0.1353274464756826,0.9907981370731954,1.2290138006210327,1.5803227424621582,1.5796934366226196,1.510094165802002,1.2103246450424194,1.4160953760147095,1.8942313249351717,1.4366777692637223
246102000000,0.0003491992454707862,0.0023169595100005565,-0.13531649611916155,0.9907996546409112,1.2238720655441284,1.5696892738342285,1.5683555603027344,1.511099100112915,1.2000558376312256,1.4054068326950073,1.8942248310069338,1.4366818464096252
246119000000,0.0003501952363468044,0.0023248639262752383,-0.13530365091837643,0.9908013899965921,1.223830223083496,1.579928994178772,1.5689278841018677,1.510020136833191,1.1938257217407227,1.3993768692016602,1.894218293122575,1.4366905241690402
246136000000,0.00036131716493968913,0.002322865675917038,-0.1352856254942444,0.9908038520714325,1.2254458665847778,1.583052396774292,1.5824886560440063,1.508563756942749,1.203189730644226,1.4108859300613403,1.8942151591745604,1.4367083457188303
